
28;1;18;
16;1;16;
11;1;34;
31;1;25;
28;1;17;
3;1;19;
5;1;34;
15;1;23;
17;1;27;
1;1;9;
26;1;18;
4;1;35;
9;1;32;
7;1;18;
18;1;7;
14;1;30;
29;1;31;
3;1;10;
27;1;19;
26;1;13;
22;1;5;
4;1;22;
30;1;15;
18;1;25;
12;1;10;
21;1;33;
23;1;16;
2;1;5;
24;1;22;
8;1;30;
15;1;34;
3;1;13;
9;1;26;
20;1;7;
10;1;11;
27;1;25;
6;1;29;
28;1;27;
27;1;5;
0;1;12;
12;1;26;
13;1;14;
10;2;13;
0;2;20;
19;1;19;
28;1;22;
25;1;13;
11;1;16;
15;1;30;
30;1;30;
5;1;24;
11;1;26;
22;1;8;
17;1;27;
16;1;34;
3;1;21;
18;1;9;
27;1;14;
29;1;11;
7;1;13;
14;1;12;
31;1;5;
26;1;34;
4;1;27;
26;1;23;
21;1;30;
4;2;8;
0;1;9;
9;1;27;
8;1;31;
1;1;30;
19;1;32;
21;1;10;
7;1;26;
2;1;27;
15;1;31;
2;2;29;
15;2;9;
22;1;15;
23;1;13;
8;1;11;
14;1;16;
3;2;5;
23;1;31;
20;1;31;
24;1;27;
17;1;29;
2;1;29;
29;1;29;
18;1;22;
10;1;10;
6;1;35;
12;1;7;
14;1;15;
6;1;7;
4;1;25;
15;1;12;
0;1;5;
7;1;12;
16;1;19;
13;1;27;
5;1;20;
25;1;27;
3;1;26;
28;1;32;
26;1;34;
10;2;20;
15;1;20;
21;1;8;
27;1;28;
3;1;15;
31;1;9;
30;1;7;
18;1;15;
13;1;19;
11;1;29;
20;1;29;
25;1;6;
16;1;17;
19;1;8;
7;1;28;
21;1;24;
9;1;17;
24;1;8;
17;1;29;
1;1;33;
15;2;7;
24;1;18;
14;1;14;
21;1;11;
28;1;20;
24;1;35;
29;1;32;
23;1;13;
2;1;7;
7;1;27;
5;1;33;
25;2;22;
24;1;30;
22;1;13;
12;1;17;
29;2;18;
26;1;30;
9;1;6;
27;1;7;
8;1;17;
14;1;35;
30;1;34;
21;1;15;
30;2;28;
6;1;35;
3;1;7;
21;2;21;
30;1;29;
4;1;34;
16;1;20;
20;1;19;
0;1;27;
13;1;9;
31;1;19;
2;1;31;
7;1;12;
27;1;33;
18;1;19;
10;1;34;
16;1;22;
17;1;19;
28;1;21;
6;1;30;
14;1;35;
1;1;34;
23;1;5;
27;1;31;
12;1;32;
11;1;29;
19;1;8;
2;1;7;
17;1;17;
21;1;34;
20;1;14;
13;1;25;
24;1;12;
15;1;25;
26;1;9;
3;1;10;
12;1;7;
5;1;16;
28;1;12;
17;1;9;
23;1;31;
9;1;16;
15;1;17;
25;1;12;
0;1;10;
22;1;31;
24;1;14;
6;1;13;
7;1;9;
3;1;27;
14;1;6;
29;1;30;
8;1;18;
27;1;30;
10;1;28;
11;1;11;
17;1;25;
1;1;30;
4;1;11;
20;1;22;
31;1;6;
30;1;34;
12;1;23;
16;1;34;
1;1;19;
2;1;12;
1;2;29;
21;1;35;
18;1;27;
15;1;16;
9;1;32;
16;2;23;
27;1;33;
29;1;30;
0;1;23;
28;1;5;
17;1;27;
1;1;33;
8;1;30;
13;1;6;
7;1;31;
26;1;25;
30;1;19;
21;1;6;
5;1;18;
18;1;5;
0;1;33;
9;1;18;
19;1;24;
11;1;30;
7;1;17;
0;1;11;
8;1;28;
10;1;33;
23;1;29;
8;2;14;
20;1;34;
28;1;17;
22;1;27;
25;1;25;
18;1;34;
29;1;26;
4;1;32;
14;1;7;
12;1;30;
16;1;11;
18;1;30;
3;1;9;
24;1;17;
16;1;25;
2;1;25;
6;1;9;
19;1;12;
7;1;33;
9;1;14;
1;1;19;
13;1;10;
26;1;14;
15;1;18;
27;1;6;
30;1;10;
29;2;26;
30;1;23;
31;1;24;
4;1;23;
6;1;29;
20;1;25;
17;1;21;
21;1;18;
25;1;30;
5;1;10;
19;1;8;
4;1;22;
12;1;30;
15;1;15;
28;1;20;
11;1;35;
8;1;34;
29;1;24;
1;1;6;
21;1;24;
22;1;18;
10;1;32;
26;1;30;
17;1;29;
7;1;19;
30;1;26;
23;1;28;
2;1;29;
31;1;31;
14;1;6;
18;1;35;
27;1;14;
7;1;15;
0;1;26;
9;1;22;
15;1;30;
13;1;7;
24;1;17;
11;1;17;
13;2;17;
15;1;19;
20;1;12;
28;1;17;
30;1;13;
3;1;34;
29;1;31;
25;1;21;
16;1;13;
6;1;33;
7;1;6;
22;1;13;
23;1;21;
5;1;6;
18;1;8;
1;1;30;
7;1;15;
15;1;18;
22;1;29;
12;1;34;
19;1;21;
22;1;24;
4;1;19;
5;1;8;
0;1;32;
8;1;9;
21;1;21;
15;1;27;
8;2;27;
10;1;27;
17;1;8;
26;1;28;
24;1;35;
2;1;17;
14;1;11;
29;1;19;
6;1;15;
21;1;6;
7;1;19;
11;1;32;
0;1;24;
2;1;27;
15;1;26;
31;1;28;
13;1;24;
15;1;7;
27;1;27;
19;1;27;
2;2;5;
27;1;25;
20;1;23;
22;1;34;
23;1;6;
20;1;7;
4;1;5;
9;1;11;
29;1;22;
3;1;25;
23;1;33;
8;1;30;
5;1;30;
19;1;6;
17;1;13;
30;1;16;
24;1;19;
5;1;23;
28;1;22;
17;1;20;
1;1;11;
2;1;12;
27;1;21;
25;1;19;
19;1;26;
20;1;33;
12;1;28;
13;1;33;
4;1;31;
6;1;9;
18;1;31;
16;1;22;
11;1;5;
2;1;11;
1;1;24;
0;1;5;
28;1;22;
24;1;17;
16;1;33;
7;1;23;
1;1;6;
11;1;8;
26;1;7;
21;1;9;
29;1;33;
8;1;27;
26;2;14;
21;1;17;
14;1;33;
16;1;26;
31;1;11;
8;1;29;
19;1;5;
10;1;7;
18;2;6;
8;1;6;
25;1;30;
14;2;16;
31;2;23;
10;1;16;
15;1;23;
24;1;30;
31;1;19;
0;1;25;
23;1;26;
9;1;20;
23;1;22;
22;1;20;
20;1;35;
2;1;21;
3;1;26;
5;1;8;
15;1;11;
7;1;12;
17;1;27;
4;1;20;
22;1;23;
30;1;30;
13;1;24;
6;1;33;
9;1;30;
12;1;19;
27;1;27;
28;1;21;
12;1;11;
5;1;29;
7;1;17;
0;1;20;
8;1;32;
1;1;24;
23;1;22;
15;1;11;
2;1;11;
30;1;11;
3;1;23;
11;1;7;
31;1;9;
29;1;21;
24;1;10;
19;1;24;
1;1;29;
20;1;31;
13;1;21;
21;1;5;
16;1;19;
26;1;14;
17;1;14;
3;2;10;
31;1;25;
14;1;33;
9;1;17;
25;1;27;
12;1;12;
26;1;13;
22;1;31;
19;3;15;
31;2;32;
25;1;32;
23;1;6;
18;1;26;
2;1;16;
29;1;24;
26;1;17;
1;1;21;
13;1;13;
27;1;23;
10;1;14;
14;1;32;
20;2;19;
13;1;20;
4;1;17;
31;1;17;
7;1;11;
6;1;17;
16;1;33;
0;1;24;
5;1;26;
28;1;33;
10;1;11;
27;1;18;
9;1;5;
21;1;32;
26;1;26;
19;1;26;
4;1;10;
5;2;25;
4;1;25;
6;1;32;
8;1;13;
23;1;17;
15;1;11;
21;1;10;
30;1;23;
24;1;28;
8;2;11;
5;1;30;
31;1;15;
11;1;32;
0;1;14;
26;1;9;
22;1;22;
6;1;14;
12;1;21;
16;1;29;
29;1;7;
3;1;26;
28;1;24;
2;1;32;
17;1;15;
7;1;24;
25;1;10;
31;1;23;
30;1;16;
20;1;15;
18;1;28;
17;1;33;
1;1;35;
29;1;25;
21;1;12;
0;1;7;
14;1;8;
8;1;17;
13;1;18;
4;1;24;
27;1;31;
7;1;22;
12;1;5;
9;1;5;
19;1;20;
6;1;6;
23;1;5;
24;1;10;
22;1;11;
10;1;13;
31;1;35;
12;1;11;
28;1;30;
25;1;17;
15;1;13;
1;1;29;
30;1;17;
21;1;19;
2;1;21;
3;1;9;
18;1;6;
26;1;11;
8;1;15;
18;1;20;
5;1;11;
11;1;7;
16;1;8;
23;1;23;
25;1;7;
14;1;18;
21;1;26;
19;1;20;
7;1;31;
1;1;31;
9;1;18;
17;1;10;
25;1;16;
28;1;16;
9;1;28;
31;1;26;
12;1;23;
20;1;7;
4;1;7;
25;1;7;
10;1;10;
0;1;30;
30;1;28;
17;1;30;
31;1;28;
29;1;33;
19;1;34;
21;1;27;
23;1;21;
22;1;25;
27;1;20;
13;1;8;
0;1;6;
18;1;25;
13;1;17;
3;1;12;
24;1;20;
6;1;22;
2;1;31;
15;1;15;
9;1;18;
4;2;34;
15;2;24;
25;1;34;
9;1;35;
28;1;23;
18;2;5;
9;1;7;
7;1;11;
14;1;28;
16;1;11;
8;1;15;
5;1;34;
11;1;33;
12;1;5;
26;1;26;
28;1;8;
12;1;11;
10;1;7;
19;1;33;
24;1;12;
1;1;21;
30;1;17;
4;1;27;
1;1;27;
25;1;7;
17;1;18;
4;1;20;
20;1;9;
16;1;32;
10;1;27;
31;1;25;
24;1;14;
3;1;35;
13;1;11;
16;1;23;
28;1;17;
9;1;7;
4;1;12;
19;1;22;
29;1;24;
4;1;12;
21;1;12;
2;1;10;
23;1;15;
14;1;27;
0;1;25;
22;1;14;
8;1;20;
1;1;11;
15;1;26;
14;1;7;
6;1;29;
27;1;27;
3;1;22;
10;1;33;
25;1;29;
9;1;29;
30;1;27;
25;1;6;
16;1;29;
19;1;16;
25;1;5;
18;1;29;
5;1;27;
3;1;24;
12;1;27;
13;1;29;
7;1;20;
21;1;14;
0;1;31;
18;1;15;
28;1;9;
27;1;28;
2;2;17;
18;2;20;
28;1;33;
11;1;31;
26;1;22;
23;1;11;
14;1;8;
6;1;22;
20;1;18;
17;1;12;
31;1;11;
8;1;19;
30;1;10;
30;2;8;
4;1;31;
12;1;8;
27;1;31;
0;1;17;
5;1;34;
14;1;7;
24;1;12;
9;1;33;
24;1;10;
29;1;17;
16;1;5;
10;1;5;
15;1;11;
27;1;20;
22;1;27;
2;1;29;
28;1;9;
3;1;26;
18;1;21;
1;1;25;
25;1;12;
20;1;32;
12;1;31;
19;1;11;
0;1;25;
12;2;8;
16;1;25;
4;1;24;
29;1;27;
0;1;11;
18;1;10;
17;1;13;
13;1;32;
11;1;5;
5;1;6;
3;1;7;
7;1;23;
21;1;18;
30;1;32;
2;1;20;
14;1;21;
23;1;26;
8;1;28;
6;1;5;
3;1;23;
10;1;7;
31;1;25;
9;1;11;
26;1;34;
10;1;31;
16;1;26;
29;1;24;
12;1;12;
24;1;31;
10;1;34;
5;1;34;
22;1;17;
27;1;32;
2;1;18;
15;1;32;
19;1;25;
28;1;28;
5;1;19;
21;1;19;
8;1;18;
14;1;14;
25;1;31;
20;1;21;
0;1;6;
1;1;24;
4;1;19;
13;1;31;
2;1;27;
31;1;11;
25;2;29;
0;1;34;
8;1;19;
31;1;29;
29;1;29;
11;1;22;
17;1;17;
6;1;15;
13;3;9;
31;2;22;
11;1;31;
18;1;33;
4;1;27;
7;1;22;
30;1;20;
3;1;13;
16;1;34;
25;1;33;
11;1;6;
17;1;32;
30;1;34;
27;1;33;
13;1;24;
16;1;27;
28;1;33;
19;1;29;
12;1;8;
23;1;25;
24;1;5;
6;1;12;
25;1;21;
24;1;22;
21;1;12;
0;1;11;
9;1;28;
5;1;11;
22;1;23;
26;1;8;
24;1;10;
5;1;20;
20;1;23;
7;1;25;
10;1;6;
27;1;29;
1;1;35;
8;1;20;
15;1;8;
16;1;30;
3;1;35;
14;1;32;
13;1;16;
20;1;33;
4;1;34;
30;1;32;
4;2;7;
22;1;13;
5;1;24;
28;1;5;
17;1;22;
15;1;16;
8;1;9;
11;1;6;
2;1;30;
0;1;33;
21;1;23;
1;1;33;
18;1;11;
4;1;9;
19;1;11;
31;1;14;
29;1;16;
17;1;5;
15;1;9;
10;1;33;
19;1;27;
27;1;30;
23;1;17;
11;1;28;
26;1;10;
18;1;30;
16;1;34;
6;1;12;
14;1;28;
31;1;28;
9;1;15;
12;1;29;
24;1;7;
