
8;1;6;
26;1;9;
4;1;14;
18;1;34;
23;1;17;
3;1;21;
9;1;24;
2;1;7;
29;2;7;
26;2;14;
25;1;32;
18;1;18;
16;1;5;
14;1;26;
21;1;32;
1;1;17;
15;1;16;
13;1;31;
6;1;13;
1;1;23;
10;1;29;
21;1;6;
28;1;17;
29;1;12;
12;1;35;
6;1;32;
0;1;21;
1;1;31;
13;1;23;
10;1;25;
9;2;15;
1;2;25;
18;1;24;
19;1;10;
16;1;16;
11;1;18;
30;1;11;
9;1;19;
13;1;24;
1;1;26;
5;1;13;
22;1;17;
8;1;15;
25;1;19;
3;1;5;
17;1;15;
9;1;21;
4;1;7;
24;1;27;
30;2;9;
17;1;15;
20;1;8;
29;1;32;
17;1;14;
23;1;21;
31;1;26;
14;1;16;
2;1;6;
7;1;18;
28;1;12;
26;1;30;
3;1;11;
27;1;33;
29;1;24;
0;1;13;
11;1;12;
5;1;23;
19;1;21;
12;1;20;
18;1;5;
21;1;10;
4;1;29;
11;1;26;
2;1;13;
10;1;24;
15;1;24;
23;1;31;
16;1;24;
2;1;34;
9;1;5;
12;1;17;
7;1;24;
1;1;21;
25;1;25;
18;1;29;
22;1;22;
30;1;30;
2;1;19;
13;1;30;
6;1;35;
28;1;31;
29;1;6;
20;1;14;
6;1;24;
18;1;13;
8;1;33;
21;2;10;
6;1;11;
17;1;14;
31;1;21;
2;1;26;
15;1;15;
26;1;26;
24;1;21;
11;1;34;
22;1;18;
31;1;33;
0;1;30;
10;1;6;
3;1;21;
14;1;30;
5;1;9;
27;1;33;
19;1;12;
2;1;25;
16;1;12;
11;1;26;
6;1;15;
30;1;9;
8;1;35;
11;1;21;
13;1;26;
11;1;15;
9;1;25;
4;1;24;
25;1;35;
8;1;8;
7;1;6;
23;1;33;
4;1;10;
28;1;20;
29;1;19;
7;1;26;
13;1;28;
21;1;8;
12;1;27;
17;1;31;
1;1;19;
9;1;10;
5;1;5;
18;1;23;
19;1;14;
31;1;31;
23;1;33;
22;1;28;
26;1;27;
20;1;9;
19;1;21;
3;1;6;
27;1;25;
9;1;27;
10;1;11;
15;1;13;
30;1;19;
1;1;6;
