
54;6.75E-4;
84;0.00105;
109;0.0013625;
205;0.0025625;
485;0.0060625;
653;0.0081625;
718;0.008975;
928;0.0116;
1043;0.0130375;
1373;0.0171625;
1573;0.0196625;
1685;0.0210625;
1829;0.0228625;
2423;0.0302875;
2731;0.0341375;
2953;0.0369125;
3373;0.0421625;
3463;0.0432875;
3519;0.0439875;
4439;0.0554875;
6119;0.0764875;
7367;0.0920875;
7767;0.0970875;
7887;0.0985875;
8223;0.1027875;
8774;0.109675;
9719;0.1214875;
9989;0.1248625;
10795;0.1349375;
10809;0.1351125;
11159;0.1394875;
11885;0.1485625;
11918;0.148975;
12302;0.153775;
12512;0.1564;
13215;0.1651875;
13578;0.169725;
13930;0.174125;
14710;0.183875;
14836;0.18545;
15184;0.1898;
15349;0.1918625;
16093;0.2011625;
16229;0.2028625;
16635;0.2079375;
17013;0.2126625;
17251;0.2156375;
17575;0.2196875;
18275;0.2284375;
18455;0.2306875;
18476;0.23095;
19202;0.240025;
20210;0.252625;
20506;0.256325;
20935;0.2616875;
21505;0.2688125;
21820;0.27275;
22435;0.2804375;
22915;0.2864375;
23565;0.2945625;
24489;0.3061125;
24948;0.31185;
25220;0.31525;
25784;0.3223;
26224;0.3278;
26851;0.3356375;
27061;0.3382625;
27523;0.3440375;
28291;0.3536375;
28345;0.3543125;
28705;0.3588125;
29313;0.3664125;
29961;0.3745125;
30436;0.38045;
31006;0.387575;
31286;0.391075;
31862;0.398275;
32296;0.4037;
32665;0.4083125;
34075;0.4259375;
34834;0.435425;
35479;0.4434875;
36277;0.4534625;
36565;0.4570625;
37540;0.46925;
38975;0.4871875;
39647;0.4955875;
40140;0.50175;
40548;0.50685;
40860;0.51075;
41085;0.5135625;
41187;0.5148375;
42245;0.5280625;
42973;0.5371625;
43421;0.5427625;
44661;0.5582625;
44801;0.5600125;
44993;0.5624125;
45863;0.5732875;
46484;0.58105;
47267;0.5908375;
48521;0.6065125;
48563;0.6070375;
48659;0.6082375;
49334;0.616675;
49604;0.62005;
50180;0.62725;
50415;0.6301875;
50791;0.6348875;
50846;0.635575;
51098;0.638725;
51698;0.646225;
52128;0.6516;
52308;0.65385;
52788;0.65985;
53023;0.6627875;
54199;0.6774875;
55288;0.6911;
55302;0.691275;
55622;0.695275;
55792;0.6974;
56248;0.7031;
57302;0.716275;
57452;0.71815;
58124;0.72655;
59609;0.7451125;
60089;0.7511125;
60251;0.7531375;
60438;0.755475;
60863;0.7607875;
61479;0.7684875;
62091;0.7761375;
62101;0.7762625;
62332;0.77915;
63068;0.78835;
63412;0.79265;
63970;0.799625;
64198;0.802475;
64934;0.811675;
65718;0.821475;
66586;0.832325;
67855;0.8481875;
68449;0.8556125;
69649;0.8706125;
70549;0.8818625;
71557;0.8944625;
71681;0.8960125;
72363;0.9045375;
72587;0.9073375;
73259;0.9157375;
74189;0.9273625;
75179;0.9397375;
75629;0.9453625;
76020;0.95025;
76826;0.960325;
76874;0.960925;
77378;0.967225;
77994;0.974925;
79079;0.9884875;
79744;0.9968;
79836;0.99795;
80172;1.00215;
80452;1.00565;
80857;1.0107125;
81487;1.0185875;
82361;1.0295125;
82736;1.0342;
83176;1.0397;
83416;1.0427;
83902;1.048775;
84196;1.05245;
84284;1.05355;
84580;1.05725;
85764;1.07205;
86534;1.081675;
86874;1.085925;
87024;1.0878;
87408;1.0926;
88038;1.100475;
88390;1.104875;
89320;1.1165;
89770;1.122125;
90108;1.12635;
90652;1.13315;
91516;1.14395;
91686;1.146075;
91826;1.147825;
91991;1.1498875;
92039;1.1504875;
92279;1.1534875;
92414;1.155175;
92549;1.1568625;
92601;1.1575125;
93465;1.1683125;
93657;1.1707125;
93696;1.1712;
94158;1.176975;
94698;1.183725;
94851;1.1856375;
95687;1.1960875;
95783;1.1972875;
96161;1.2020125;
96617;1.2077125;
97400;1.2175;
97862;1.223275;
98269;1.2283625;
98764;1.23455;
99478;1.243475;
100198;1.252475;
100270;1.253375;
100280;1.2535;
100841;1.2605125;
101381;1.2672625;
101525;1.2690625;
101561;1.2695125;
102137;1.2767125;
103287;1.2910875;
103728;1.2966;
104085;1.3010625;
104141;1.3017625;
104578;1.307225;
105062;1.313275;
105722;1.321525;
106447;1.3305875;
107392;1.3424;
107467;1.3433375;
107947;1.3493375;
108031;1.3503875;
108096;1.3512;
109426;1.367825;
109629;1.3703625;
109869;1.3733625;
110311;1.3788875;
110791;1.3848875;
111007;1.3875875;
111375;1.3921875;
111591;1.3948875;
111822;1.397775;
112782;1.409775;
112836;1.41045;
114068;1.42585;
114541;1.4317625;
114577;1.4322125;
115359;1.4419875;
115449;1.4431125;
115489;1.4436125;
115581;1.4447625;
115700;1.44625;
116684;1.45855;
117116;1.46395;
117382;1.467275;
117400;1.4675;
118596;1.48245;
119293;1.4911625;
119413;1.4926625;
119665;1.4958125;
120127;1.5015875;
120217;1.5027125;
120795;1.5099375;
121370;1.517125;
121645;1.5205625;
122085;1.5260625;
122090;1.526125;
122580;1.53225;
124098;1.551225;
124284;1.55355;
125882;1.573525;
126071;1.5758875;
126159;1.5769875;
127041;1.5880125;
127626;1.595325;
128403;1.6050375;
128439;1.6054875;
128739;1.6092375;
129271;1.6158875;
129841;1.6230125;
130057;1.6257125;
130437;1.6304625;
131493;1.6436625;
131765;1.6470625;
131860;1.64825;
132184;1.6523;
133272;1.6659;
133584;1.6698;
133619;1.6702375;
133685;1.6710625;
134213;1.6776625;
135701;1.6962625;
135956;1.69945;
136076;1.70095;
136365;1.7045625;
136495;1.7061875;
136990;1.712375;
137310;1.716375;
138806;1.735075;
139829;1.7478625;
140704;1.7588;
141777;1.7722125;
142117;1.7764625;
142711;1.7838875;
143251;1.7906375;
144217;1.8027125;
144637;1.8079625;
145232;1.8154;
146252;1.82815;
146532;1.83165;
146974;1.837175;
147119;1.8389875;
147404;1.84255;
147894;1.848675;
148894;1.861175;
149569;1.8696125;
149604;1.87005;
150193;1.8774125;
151061;1.8882625;
151726;1.896575;
153290;1.916125;
153452;1.91815;
153746;1.921825;
154578;1.932225;
155663;1.9457875;
155735;1.9466875;
156965;1.9620625;
157075;1.9634375;
157262;1.965775;
157534;1.969175;
157734;1.971675;
157959;1.9744875;
158339;1.9792375;
159029;1.9878625;
160269;2.0033625;
160458;2.005725;
161688;2.0211;
162026;2.025325;
162992;2.0374;
163073;2.0384125;
163637;2.0454625;
164275;2.0534375;
164655;2.0581875;
164963;2.0620375;
165738;2.071725;
165762;2.072025;
166350;2.079375;
167337;2.0917125;
167715;2.0964375;
168707;2.1088375;
169947;2.1243375;
170267;2.1283375;
170579;2.1322375;
171503;2.1437875;
171567;2.1445875;
171671;2.1458875;
172146;2.151825;
173442;2.168025;
174467;2.1808375;
174844;2.18555;
175034;2.187925;
175994;2.199925;
176155;2.2019375;
176515;2.2064375;
176952;2.2119;
177044;2.21305;
177469;2.2183625;
178319;2.2289875;
179599;2.2449875;
179627;2.2453375;
180215;2.2526875;
180292;2.25365;
180337;2.2542125;
180493;2.2561625;
180553;2.2569125;
181465;2.2683125;
181579;2.2697375;
181843;2.2730375;
182155;2.2769375;
182903;2.2862875;
183023;2.2877875;
183044;2.28805;
184584;2.3073;
185354;2.316925;
185728;2.3216;
186326;2.329075;
187118;2.338975;
188603;2.3575375;
188876;2.36095;
189016;2.3627;
189024;2.3628;
189645;2.3705625;
190429;2.3803625;
191855;2.3981875;
192025;2.4003125;
192113;2.4014125;
192337;2.4042125;
193489;2.4186125;
193944;2.4243;
194091;2.4261375;
195066;2.438325;
195196;2.43995;
195418;2.442725;
195958;2.449475;
196528;2.4566;
196924;2.46155;
197408;2.4676;
197727;2.4715875;
