
430;0.005375
590;0.007375
710;0.008875
1147;0.0143375
1315;0.0164375
2303;0.0287875
2735;0.0341875
3230;0.040375
3646;0.045575
4083;0.0510375
4899;0.0612375
5581;0.0697625
5595;0.0699375
6651;0.0831375
7025;0.0878125
7417;0.0927125
7669;0.0958625
8749;0.1093625
9140;0.11425
9440;0.118
9674;0.120925
9908;0.12385
10115;0.1264375
10947;0.1368375
11077;0.1384625
11311;0.1413875
11387;0.1423375
11576;0.1447
11711;0.1463875
11816;0.1477
11832;0.1479
12963;0.1620375
13073;0.1634125
13905;0.1738125
14073;0.1759125
14271;0.1783875
14488;0.1811
14596;0.18245
14776;0.1847
14972;0.18715
15413;0.1926625
15629;0.1953625
15731;0.1966375
16377;0.2047125
16997;0.2124625
17777;0.2222125
18001;0.2250125
18036;0.22545
18048;0.2256
18482;0.231025
19602;0.245025
20350;0.254375
21110;0.263875
21302;0.266275
21830;0.272875
21902;0.273775
22385;0.2798125
22945;0.2868125
23281;0.2910125
24335;0.3041875
24582;0.307275
24786;0.309825
24834;0.310425
25254;0.315675
26172;0.32715
26604;0.33255
27924;0.34905
28760;0.3595
28853;0.3606625
30043;0.3755375
30211;0.3776375
30301;0.3787625
30466;0.380825
30886;0.386075
30946;0.386825
31102;0.388775
31372;0.39215
31527;0.3940875
31629;0.3953625
31710;0.396375
32147;0.4018375
32537;0.4067125
32841;0.4105125
33525;0.4190625
34015;0.4251875
34243;0.4280375
34768;0.4346
35261;0.4407625
35625;0.4453125
36669;0.4583625
37029;0.4628625
37887;0.4735875
37906;0.473825
38343;0.4792875
38819;0.4852375
38947;0.4868375
39441;0.4930125
39597;0.4949625
39972;0.49965
40662;0.508275
41445;0.5180625
42431;0.5303875
43403;0.5425375
44779;0.5597375
45273;0.5659125
45817;0.5727125
46180;0.57725
46294;0.578675
46819;0.5852375
47624;0.5953
48031;0.6003875
48437;0.6054625
49462;0.618275
49762;0.622025
49890;0.623625
49920;0.624
50205;0.6275625
51675;0.6459375
52827;0.6603375
53583;0.6697875
53935;0.6741875
54595;0.6824375
55890;0.698625
56319;0.7039875
57047;0.7130875
57063;0.7132875
58416;0.7302
58632;0.7329
58641;0.7330125
60093;0.7511625
60429;0.7553625
60741;0.7592625
61416;0.7677
61988;0.77485
62660;0.78325
63206;0.790075
63325;0.7915625
63715;0.7964375
63847;0.7980875
65007;0.8125875
65755;0.8219375
66245;0.8280625
66294;0.828675
66427;0.8303375
67399;0.8424875
67927;0.8490875
68291;0.8536375
68515;0.8564375
68715;0.8589375
68815;0.8601875
69275;0.8659375
69297;0.8662125
69603;0.8700375
70143;0.8767875
71105;0.8888125
71540;0.89425
71740;0.89675
71751;0.8968875
71842;0.898025
72182;0.902275
73329;0.9166125
73862;0.923275
74042;0.925525
75442;0.943025
75748;0.94685
76273;0.9534125
76413;0.9551625
76609;0.9576125
77698;0.971225
78034;0.975425
79496;0.9937
79986;0.999825
80322;1.004025
80410;1.005125
80514;1.006425
81900;1.02375
81996;1.02495
82547;1.0318375
83123;1.0390375
83165;1.0395625
83261;1.0407625
83933;1.0491625
83999;1.0499875
84139;1.0517375
85327;1.0665875
86255;1.0781875
86801;1.0850125
87421;1.0927625
87754;1.096925
87910;1.098875
88141;1.1017625
88211;1.1026375
88414;1.105175
88569;1.1071125
88833;1.1104125
90177;1.1272125
90497;1.1312125
91190;1.139875
91390;1.142375
92002;1.150025
92068;1.15085
92992;1.1624
93025;1.1628125
93481;1.1685125
93985;1.1748125
94869;1.1858625
95551;1.1943875
96176;1.2022
96276;1.20345
96759;1.2094875
97359;1.2169875
97743;1.2217875
98757;1.2344625
99681;1.2460125
100521;1.2565125
100899;1.2612375
101172;1.26465
102022;1.275275
102706;1.283825
102774;1.284675
103921;1.2990125
104194;1.302425
104482;1.306025
105846;1.323075
106278;1.328475
106289;1.3286125
106769;1.3346125
106989;1.3373625
107339;1.3417375
108325;1.3540625
108453;1.3556625
108618;1.357725
109098;1.363725
109560;1.3695
109785;1.3723125
110163;1.3770375
110261;1.3782625
110717;1.3839625
110983;1.3872875
110989;1.3873625
111424;1.3928
111774;1.397175
112464;1.4058
112912;1.4114
114207;1.4275875
114231;1.4278875
114608;1.4326
114652;1.43315
115378;1.442225
116109;1.4513625
116389;1.4548625
116719;1.4589875
116859;1.4607375
117029;1.4628625
117302;1.466275
117418;1.467725
118288;1.4786
118616;1.4827
119162;1.489525
119762;1.497025
119788;1.49735
120876;1.51095
121132;1.51415
121468;1.51835
122296;1.5287
123064;1.5383
123402;1.542525
124572;1.55715
124722;1.559025
124837;1.5604625
125917;1.5739625
126217;1.5777125
127357;1.5919625
127511;1.5938875
127611;1.5951375
127915;1.5989375
128175;1.6021875
128973;1.6121625
129117;1.6139625
129417;1.6177125
129673;1.6209125
130065;1.6258125
130310;1.628875
130970;1.637125
131140;1.63925
131360;1.642
131585;1.6448125
131945;1.6493125
132686;1.658575
132770;1.659625
133264;1.6658
133539;1.6692375
134475;1.6809375
134925;1.6865625
136032;1.7004
136621;1.7077625
136863;1.7107875
137883;1.7235375
138035;1.7254375
138585;1.7323125
139417;1.7427125
140707;1.7588375
140827;1.7603375
141079;1.7634875
141261;1.7657625
141451;1.7681375
141927;1.7740875
141962;1.774525
142794;1.784925
143034;1.787925
143851;1.7981375
144431;1.8053875
145328;1.8166
145853;1.8231625
146393;1.8299125
147801;1.8475125
148185;1.8523125
148365;1.8545625
148755;1.8594375
148890;1.861125
149226;1.865325
149274;1.865925
149526;1.869075
149946;1.874325
150216;1.8777
150432;1.8804
150832;1.8854
151118;1.888975
151618;1.895225
151780;1.89725
152410;1.905125
152752;1.9094
152876;1.91095
153308;1.91635
153413;1.9176625
153833;1.9229125
154153;1.9269125
154313;1.9289125
154997;1.9374625
155159;1.9394875
155463;1.9432875
155713;1.9464125
156208;1.9526
156565;1.9570625
156829;1.9603625
157333;1.9666625
157588;1.96985
157791;1.9723875
158651;1.9831375
159353;1.9919125
159385;1.9923125
159725;1.9965625
159890;1.998625
160187;2.0023375
160607;2.0075875
162015;2.0251875
162840;2.0355
163302;2.041275
164270;2.053375
165565;2.0695625
166085;2.0760625
166283;2.0785375
166430;2.080375
166760;2.0845
167057;2.0882125
167313;2.0914125
167397;2.0924625
167635;2.0954375
167827;2.0978375
168087;2.1010875
168978;2.112225
169438;2.117975
169633;2.1204125
170077;2.1259625
171437;2.1429625
171893;2.1486625
172283;2.1535375
173211;2.1651375
173427;2.1678375
173667;2.1708375
174265;2.1783125
175420;2.19275
175706;2.196325
176234;2.202925
176612;2.20765
177431;2.2178875
177751;2.2218875
178907;2.2363375
178985;2.2373125
179125;2.2390625
179167;2.2395875
179756;2.24695
179980;2.24975
180130;2.251625
180685;2.2585625
180881;2.2610125
181745;2.2718125
182135;2.2766875
182585;2.2823125
183105;2.2888125
183133;2.2891625
183469;2.2933625
183686;2.296075
183752;2.2969
184284;2.30355
184851;2.3106375
185174;2.314675
185394;2.317425
186138;2.326725
186411;2.3301375
187425;2.3428125
188393;2.3549125
188993;2.3624125
190145;2.3768125
190418;2.380225
190718;2.383975
190848;2.3856
191079;2.3884875
191547;2.3943375
192527;2.4065875
192576;2.4072
193072;2.4134
193319;2.4164875
194199;2.4274875
194397;2.4299625
194650;2.433125
195326;2.441575
195866;2.448325
196006;2.450075
196198;2.452475
197148;2.46435
197548;2.46935
198003;2.4750375
198393;2.4799125
199107;2.4888375
199382;2.492275
199589;2.4948625
199832;2.4979
200504;2.5063
200826;2.510325
202152;2.5269
202248;2.5281
202448;2.5306
203188;2.53985
203228;2.54035
203498;2.543725
204114;2.551425
204438;2.555475
204540;2.55675
205190;2.564875
205694;2.571175
205902;2.573775
206100;2.57625
206859;2.5857375
207125;2.5890625
207255;2.5906875
207500;2.59375
207840;2.598
208029;2.6003625
208164;2.60205
208753;2.6094125
209635;2.6204375
209782;2.622275
210292;2.62865
210520;2.6315
210565;2.6320625
211024;2.6378
211248;2.6406
211413;2.6426625
212141;2.6517625
212296;2.6537
212331;2.6541375
213801;2.6725125
213961;2.6745125
215248;2.6906
215988;2.69985
216141;2.7017625
217453;2.7181625
218657;2.7332125
219303;2.7412875
219357;2.7419625
220167;2.7520875
220263;2.7532875
220413;2.7551625
220854;2.760675
221443;2.7680375
222661;2.7832625
222787;2.7848375
223179;2.7897375
223311;2.7913875
223379;2.7922375
224627;2.8078375
224727;2.8090875
225510;2.818875
