1;1662874;20.785925;616228
2;1882057;23.5257125;715702
3;1704974;21.312175;671231
4;1411993;17.6499125;571757
5;1244776;15.5597;524946
6;1148416;14.3552;495689
7;1085385;13.5673125;474623
8;1052212;13.15265;467602
9;1048098;13.101225;465261
10;1025040;12.813;459410
11;994540;12.43175;450047
12;1059270;13.240875;466431
13;1056654;13.208175;464091
14;1056396;13.20495;469942
15;1102258;13.778225;481645
16;1078613;13.4826625;483986
17;1059217;13.2402125;485156
18;1109967;13.8745875;495689
19;1154752;14.4344;517924
20;1203884;15.04855;522605
21;1156392;14.4549;534308
22;1180873;14.7609125;550692
23;1254593;15.6824125;564735
24;1289311;16.1163875;577609
25;1319048;16.4881;585801
26;1402800;17.535;598674
27;1427950;17.849375;617398
28;1462707;18.2838375;629101
29;1399847;17.4980875;643145
30;1402180;17.52725;658358
31;1449051;18.1131375;666550
32;1486023;18.5752875;694637
33;1520810;19.010125;719213
34;1591022;19.887775;716873
35;1626365;20.3295625;732086
36;1668216;20.8527;742619
37;1682114;21.026425;753151
38;1748675;21.8584375;777727
39;1787264;22.3408;782409
40;1819329;22.7416125;806985
41;1841246;23.015575;825709
42;1896832;23.7104;837412
43;1975762;24.697025;847945
44;1973305;24.6663125;871350
45;2005085;25.0635625;885394
46;2048411;25.6051375;900607
47;2091167;26.1395875;912310
48;2162899;27.0362375;942738
49;2210794;27.634925;955611
50;2219426;27.742825;967314
51;2321374;29.017175;977846
52;2326116;29.07645;988379
53;2318881;28.9860125;997741
54;2359588;29.49485;1005191
55;2447705;30.5963125;1035911
56;2417419;30.2177375;1046151
57;2508111;31.3513875;1055367
58;2557920;31.974;1070727
59;2362919;29.5364875;1086087
60;2609791;32.6223875;1109639
61;2672593;33.4074125;1117831
62;2727754;34.096925;1140359
63;2734441;34.1805125;1145479
64;2514644;31.43305;1148551
65;2853983;35.6747875;1176199
66;2895764;36.19705;1181319
67;2951212;36.89015;1217159
68;2637812;32.97265;1211015
69;3016027;37.7003375;1226375
70;2754361;34.4295125;1243783
71;2738976;34.2372;1230471
72;3096628;38.70785;1259143
73;3104285;38.8035625;1272455
74;2900557;36.2569625;1289863
75;3182873;39.7859125;1300103
76;3232911;40.4113875;1315463
77;3288708;41.10885;1331847
78;2966779;37.0847375;1316487
79;3026965;37.8370625;1333895
