1;1750042;21.875525;
2;1979950;24.749375;
3;1789847;22.3730875;
4;1500217;18.7527125;
5;1324542;16.556775;
6;1226022;15.325275;
7;1182199;14.7774875;
8;1131061;14.1382625;
9;1095378;13.692225;
10;1117249;13.9656125;
11;1077781;13.4722625;
12;1071715;13.3964375;
13;1112205;13.9025625;
14;1111642;13.895525;
15;1120960;14.012;
16;1117187;13.9648375;
17;1141294;14.266175;
18;1237971;15.4746375;
19;1265512;15.8189;
20;1219167;15.2395875;
21;1286282;16.078525;
22;1323047;16.5380875;
23;1381820;17.27275;
24;1324271;16.5533875;
25;1373361;17.1670125;
26;1412546;17.656825;
27;1477957;18.4744625;
28;1512747;18.9093375;
29;1532542;19.156775;
30;1621935;20.2741875;
31;1533525;19.1690625;
32;1677440;20.968;
33;1602775;20.0346875;
34;1619910;20.248875;
35;1670870;20.885875;
36;1687932;21.09915;
37;1781696;22.2712;
38;1821467;22.7683375;
39;1833445;22.9180625;
40;1869060;23.36325;
41;2003589;25.0448625;
42;1971478;24.643475;
43;2002754;25.034425;
44;2034317;25.4289625;
45;2084031;26.0503875;
46;2153323;26.9165375;
47;2183812;27.29765;
48;2245466;28.068325;
49;2299737;28.7467125;
50;2348978;29.362225;
51;2342032;29.2754;
52;2389852;29.87315;
53;2466293;30.8286625;
54;2481743;31.0217875;
55;2544563;31.8070375;
56;2521911;31.5238875;
57;2616538;32.706725;
58;2627517;32.8439625;
59;2662353;33.2794125;
60;2744973;34.3121625;
61;2777676;34.72095;
62;2804939;35.0617375;
63;2910679;36.3834875;
64;2956242;36.953025;
65;2939597;36.7449625;
66;3011526;37.644075;
67;3130084;39.12605;
68;3098716;38.73395;
69;3157536;39.4692;
70;3105084;38.81355;
71;3285995;41.0749375;
72;3289703;41.1212875;
73;3029764;37.87205;
74;3333373;41.6671625;
75;3426727;42.8340875;
76;3473450;43.418125;
77;3459459;43.2432375;
78;3602444;45.03055;
79;3566457;44.5807125;
